shopId,shopName,shopGlng,shopGlat,shopPower,shopType,mainCategoryName,categoryURLName,shopGroupId,categoryName,comNum,dist_to_center
76862760,开心之橙,121.43770014069416,31.23984009385201,0.0,10.0,快餐简餐,food,76862760.0,美食,0.0,5.847272747740573
79671145,香醉农家,121.36531000000001,31.180825,40.0,10.0,农家菜,food,79671145.0,美食,16.0,4.645867204742166
8062212,福人海鲜酒楼,121.40613,31.31065,35.0,10.0,海鲜,food,8062212.0,美食,25.0,3.899847945035706
8917247,川惠园,121.22878500000002,31.052119,35.0,10.0,川菜/家常菜,food,8917247.0,美食,26.0,2.981313331687521
18200491,巴黎贝甜,121.339747,31.088448,35.0,10.0,面包甜点,food,18200491.0,美食,119.0,4.101752141531298
68257706,外婆湾麻辣烫,121.31407,31.061769,35.0,10.0,麻辣烫,food,68257706.0,美食,1.0,9.838261828838094
69068033,天府川菜,121.58885083932921,31.05284329766751,30.0,10.0,川菜/家常菜,food,69068033.0,美食,1.0,2.9755006498719245
57229973,叶家食堂,121.45401899999999,31.397571000000003,35.0,10.0,快餐简餐,food,57229973.0,美食,36.0,2.243830054287522
24658059,AIQIA,121.77028899999999,31.048795000000002,35.0,10.0,饮品,food,24658059.0,美食,1.0,3.5030743649907734
16793988,大桥羊肉,121.16172313377722,30.8855469768675,35.0,10.0,快餐简餐,food,16793988.0,美食,14.0,2.773035348645493
18186274,麻省理功-深海烤鱼,121.464215,31.253732,45.0,10.0,烤鱼,food,65611318.0,美食,4104.0,4.8093528312741585
78974517,千艾炭火烧肉屋,121.44250100000001,31.224626,40.0,10.0,日本料理,food,78974517.0,美食,80.0,5.857747322251104
23980558,华闻国际白领餐厅,121.41418,31.199632,30.0,10.0,快餐简餐,food,23980558.0,美食,11.0,2.6926346798481724
20881138,静冈勝政日式猪排,121.402627,31.208845,45.0,10.0,日本料理,food,20881138.0,美食,2131.0,2.2175632857543586
2180854,南翔馒头店,121.522056,31.277695,35.0,10.0,小笼,food,501026.0,美食,148.0,6.128658436276375
2372530,村夫烤鱼,121.552654,31.276649,35.0,10.0,香锅,food,2372530.0,美食,31.0,6.778670697682014
90912743,绝味鸭脖,121.33684096388893,31.26947781364037,35.0,10.0,熟食,food,90912743.0,美食,1.0,5.916916405064115
5449042,西贝莜面村,121.37098,31.20855,50.0,10.0,西北菜,food,2804128.0,美食,5203.0,2.7716622915637417
23369303,老鸿兴苏州汤包馆,121.385883,31.176624,30.0,10.0,小笼,food,23369303.0,美食,60.0,6.92885221154516
