shopId,shopName,shopGlat,shopGlng,shopPower,shopType,mainCategoryName,categoryURLName,shopGroupId,categoryName,price,comNum
22136805,東大麺王,31.209159,121.370186,40,10,寿司/简餐,food,44266291,美食,45,1423
22136920,北上海大酒店北の味日本料理,31.297154,121.443187,40,10,日本料理,food,22136920,美食,339,101
22137163,大象耳朵手作曲奇店,31.226423,121.557934,35,10,面包甜点,food,22137163,美食,61,35
22137484,去余咖啡,31.11336,121.40711,35,10,西式甜点,food,22137484,美食,-,1
22138840,温州面馆,31.217373,121.489333,35,10,快餐简餐,food,22138840,美食,13,18
22141576,宜芝多,31.19195,121.43846,40,10,面包甜点,food,501247,美食,63,889
22141818,品懿餐厅,31.21297,121.48669,35,10,快餐简餐,food,22141818,美食,-,1
22142004,哥老官重庆美蛙鱼头,31.209119,121.424024,50,10,重庆火锅,food,15959175,美食,137,7628
22142132,Thinker Cafe&Bar思想家咖啡书廊,31.034406,121.19638,45,10,西餐,food,22142132,美食,150,896
22142418,李记海鲜烧烤,31.30766,121.44157,30,10,涮羊肉,food,22142418,美食,50,1
22142596,兰州拉面,31.2697,121.60961,35,10,小吃快餐,food,22142596,美食,-,2
22142624,苏浙小品,31.225433,121.446397,40,10,本帮菜,food,21334432,美食,104,3027
22142625,幸运面坊,31.21068,121.36723,30,10,面馆,food,22142625,美食,-,1
22142687,米+Mall日食料理所,31.230596,121.427204,45,10,日本料理,food,22142687,美食,78,3539
22143204,黄焖鸡米饭,31.25996,121.45935,35,10,快餐简餐,food,22143204,美食,20,97
22143447,果篓GROOOW,31.212975,121.446815,50,10,面包甜点,food,22143447,美食,32,344
22148478,金味,31.073037,121.547115,35,10,小吃,food,22148478,美食,26,105
22149265,McCafé,31.20192,121.48304,35,10,咖啡厅,food,3880879,美食,29,7
22150143,鲜粥道-飞虹路店,31.26261,121.50225,35,10,粥店,food,22150143,美食,19,37
22152968,茉莉厅,31.18912,121.36046,35,10,本帮江浙菜,food,22152968,美食,-,4
22153372,米饭饼,31.255502,121.512597,30,10,小吃,food,22153372,美食,-,3
22154069,老北京涮羊肉,31.31095,121.466703,35,10,涮羊肉,food,22154069,美食,66,19
22154461,肇州小吃,31.21681,121.48156,35,10,小吃,food,22154461,美食,-,3
22158484,沙县小吃,31.291751,121.486606,30,10,小吃快餐,food,22158484,美食,13,11
22158643,顶巧鸡汤馄饨,31.26444,121.48886,40,10,馄饨,food,22158643,美食,17,143
22159150,德克士,31.324319,121.44719,35,10,快餐简餐,food,500150,美食,28,37
22159185,华莱士,30.99105,121.44186,35,10,西式简餐,food,22159185,美食,17,32
22159413,意洲咖啡,31.233823,121.488289,35,10,咖啡厅,food,4285495,美食,56,10
22159439,意洲咖啡,31.251525,121.392012,35,10,咖啡厅,food,4285495,美食,56,7
2215975,牡丹苑西餐厅,30.904481,121.458638,30,10,西餐,food,2215975,美食,-,3
22161932,东北小院,31.205537,121.458485,35,10,东北菜,food,22161932,美食,60,174
22162025,炒得香,31.21708,121.48281,30,10,小吃,food,22162025,美食,-,1
22162528,Yo Super 蛋糕,31.21748,121.47461,35,10,面包甜点,food,22162528,美食,-,3
22162656,Aza Aza！芝心年糕料理,31.107747,121.387636,40,10,韩国料理,food,18171434,美食,58,1632
22162949,caffeine,31.21954,121.47888,30,10,咖啡厅,food,22162949,美食,-,1
22163777,里长伯金包里,31.23833,121.485516,40,10,台湾菜,food,17879594,美食,79,4021
22164591,潮府砂锅粥,31.202909,121.557747,35,10,粥店,food,22164591,美食,74,789
22165076,新亚大包,30.935079,121.46191,35,10,快餐简餐,food,22165076,美食,-,4
22165146,阿姨奶茶,31.281271,121.350907,35,10,饮品,food,22165146,美食,9,96
22165592,三石川日式碳烤,31.294755,121.60803,45,10,日式烧烤/铁板烧,food,22165592,美食,108,705
22169360,老香港现烤手工蛋糕,31.2208,121.52777,40,10,面包甜点,food,22169360,美食,36,229
22169927,TWG,31.236295,121.502378,40,10,饮品,food,17876882,美食,156,678
22170805,崇记烧饼,31.14868,121.49748,30,10,小吃,food,22170805,美食,-,1
22170851,中山烧烤,31.26195,121.46303,35,10,烧烤,food,22170851,美食,-,2
22170931,憨豆咖啡,31.337516,121.446084,35,10,咖啡厅,food,4288479,美食,36,268
22171039,山东手工水饺,31.250813,121.588077,35,10,饺子,food,22171039,美食,-,1
22171611,孔乙己尚宴,31.24348,121.50473,50,512,915
22173994,绝味鸭脖,31.115391,121.570059,35,10,熟食,food,22173994,美食,23,146
22175890,DOME CAFE,31.241764,121.462069,40,10,咖啡厅,food,22175890,美食,41,90
22176151,AB休闲吧,30.724963,121.33315,30,10,小吃,food,22176151,美食,-,0
22177983,玛呖德马卡龙·宜山路店,31.16578,121.38184,35,10,饮品,food,22177983,美食,-,9
22177998,Take it easy,31.229621,121.440103,40,10,西餐,food,22177998,美食,120,1286
22179149,85度C,30.906956,121.816334,35,10,西式甜点,food,2355241,美食,56,35
22179272,棒约翰比萨,31.204842,121.601433,35,10,比萨,food,503729,美食,67,696
22180216,苏州藏书羊肉,31.216311,121.487285,35,10,本帮江浙菜,food,22180216,美食,24,45
22180303,丰收日,31.393525,121.489481,35,10,本帮江浙菜,food,500191,美食,141,1818
22180354,蜀湘宴,31.283299,121.67759,35,10,湘菜,food,22180354,美食,70,105
22182832,香番铁板烧寿司,31.17393,121.49502,35,10,日式烧烤/铁板烧,food,22182832,美食,121,483
22184184,Sol&Mar新曼,31.21683,121.47526,40,10,西餐,food,22184184,美食,148,307
22184233,一品粥坊,31.246868,121.551603,30,10,粥店,food,22184233,美食,13,7
22186299,优纳仕意式休闲餐厅,31.218413,121.520807,35,10,意大利菜,food,22186299,美食,84,35
22191511,果之满满鲜榨果汁吧,31.200093,121.392765,35,10,饮品,food,3517993,美食,21,94
22192496,德克士,31.01755,121.24117,35,10,快餐简餐,food,18560446,美食,22,147
22195888,梦见屋Yumemiya,31.225433,121.446397,40,10,日本料理,food,22032053,美食,60,1051
22196445,DQ冰雪皇后,31.006685,121.235626,40,10,冰淇淋,food,506943,美食,26,623
2219896,牛肉粉丝百叶汤路边摊,31.3336315155029,121.446968078613,35,10,小吃,food,2219896,美食,6,34
2220307,伊万里川,31.03701,121.22046,40,10,日本料理,food,2220307,美食,299,611
22203417,面包新语,31.278826,121.607773,35,10,面包甜点,food,502595,美食,24,53
22204356,小渝儿,31.200796,121.48116,35,10,小吃快餐,food,22204356,美食,28,310
22204914,日月光美食广场,31.205832,121.468054,35,10,快餐简餐,food,22204914,美食,45,742
22205752,满赞园餐厅,31.303496,121.428855,45,10,本帮菜,food,69924660,美食,87,567
2220841,龙记烧腊茶餐厅,31.23974,121.43807,35,10,茶餐厅,food,2220841,美食,69,2682
22208443,皇家咖啡,30.74442,121.33605,30,10,咖啡厅,food,22208443,美食,-,6
2220868,扬州饭店,31.220486,121.525238,40,10,淮扬菜,food,500902,美食,122,1602
22210902,桂林风味,31.24226,121.5424,0,10,快餐简餐,food,22210902,美食,-,0
22211395,特色菜饭馆,31.186348,121.425711,35,10,快餐简餐,food,22211395,美食,16,3
22212386,老镇小菜,30.92623,121.47017,35,10,本帮菜,food,22212386,美食,68,24
22212432,布歌东京,31.23833,121.485516,45,10,西式甜点,food,5378430,美食,72,171
22212571,Candy Lab糖果研究室,31.245876,121.382993,35,10,零食,food,8000187,美食,44,114
22212598,秦汉老碗,31.25173,121.44308,30,10,小吃快餐,food,19613660,美食,24,77
2221294,德兴坊西点,31.145992,121.117877,40,10,西式甜点,food,504485,美食,32,575
22212964,山崎面包,31.23833,121.485516,35,10,面包甜点,food,503577,美食,20,198
22213293,天香府·我家酸菜鱼,31.23638,121.44921,45,10,川菜,food,22213293,美食,77,2169
22213784,兰州拉面,31.247678,121.397577,35,10,小吃快餐,food,22213784,美食,14,15
22216141,东街饭店宴会厅,30.726714,121.314694,30,10,本帮江浙菜,food,22216141,美食,-,2
22216175,武大郎烧饼,31.26876,121.60955,35,10,小吃,food,22216175,美食,8,34
22216619,太平洋咖啡,31.2317449,121.4698198,35,10,咖啡厅,food,1892647,美食,21,64
22216718,美珍香,31.006601,121.23556,35,10,零食,food,502930,美食,-,6
22217421,巡湘记,31.107211,121.386053,45,10,湘菜,food,22217421,美食,97,6489
22218494,ZOO COFFEE,31.27102,121.47824,35,10,咖啡厅,food,13818371,美食,42,952
22218917,山林熟食,31.283757,121.385222,35,10,熟食,food,22218917,美食,32,9
22220274,宁老大,31.28147,121.42911,30,10,小吃,food,22220274,美食,-,1
2222077,真锅咖啡馆,31.230236,121.539068,30,10,真锅咖啡厅,food,501169,美食,51,79
22222821,五芳斋,31.145457,121.111605,35,10,快餐简餐,food,22222821,美食,29,32
22223165,傣妹,31.16823,121.28362,30,10,火锅,food,22223165,美食,59,94
22224221,藏书羊肉面馆,31.148415,121.194617,40,10,快餐简餐,food,22224221,美食,17,21
22224406,川沪缘餐厅,31.18611,121.702089,35,10,快餐简餐,food,22224406,美食,-,1
22224858,必胜客,31.195999,121.765049,35,10,比萨,food,1898464,美食,87,297
22225586,麦当劳,31.37755,121.49849,35,10,快餐简餐,food,22225586,美食,32,80
2222641,王家小厨,31.24146,121.523047,35,10,本帮菜,food,2222641,美食,22,20
22227725,农家味馆,31.200895,121.419736,35,10,徽菜,food,22227725,美食,40,6
22228470,重庆虎哥酸辣粉,31.384591,121.250619,35,10,米粉,food,22228470,美食,10,22
22228964,温州特色面馆,31.030755,121.21161,35,10,快餐简餐,food,22228964,美食,-,8
22230525,苔圣园,31.309486,121.41159,35,10,本帮江浙菜,food,501573,美食,134,246
22231975,珍味居老北京炙子烤肉,31.31732,121.459486,45,10,烧烤,food,22231975,美食,91,368
22233933,伍嘉草莓,31.193219,121.742645,35,10,其他,food,22233933,美食,-,6
22235252,老盛昌,31.04125,121.45651,30,10,快餐简餐,food,22235252,美食,16,10
22235561,正豪大大鸡排,31.23833,121.485516,35,10,快餐简餐,food,22235561,美食,21,215
22235597,唐风港式餐厅,31.171234,121.488414,35,10,茶餐厅,food,22235597,美食,74,340
22235657,食之秘,31.23833,121.485516,35,10,饮品,food,2050756,美食,53,1057
22235754,花花卷卷,31.23833,121.485516,45,10,西式甜点,food,66786675,美食,85,516
22235767,莉莲蛋挞,31.23818,121.48557,35,10,西式甜点,food,22235767,美食,15,17
22235878,国际饭店西饼屋,31.203494,121.557655,40,10,面包甜点,food,22235878,美食,30,78
22236187,娜小姐,31.12009,121.58758,35,10,咖啡厅,food,22236187,美食,-,4
22237607,YOBA酸奶冰淇淋,31.323739,121.447071,40,10,冰淇淋,food,4214801,美食,28,1322
22239002,朝夕咖啡&马卡龙,30.731593,121.362674,35,10,面包甜点,food,22239002,美食,20,9
22239274,康师傅私房牛肉面,31.149016,121.806641,35,10,小吃快餐,food,22239274,美食,46,89
22240618,颖居在小巷子里的秘密花园,30.91468,121.48656,35,10,咖啡厅,food,22240618,美食,-,8
2224129,德兴坊西点,31.209755,121.457901,40,10,西式甜点,food,504485,美食,24,408
2224159,海底捞火锅,31.25085,121.48759,45,10,火锅,food,115,8639
22242399,MORE创意西餐厅,31.058502,121.242239,45,10,西餐,food,22242399,美食,108,499
22243433,咪克玛卡马卡龙,31.25886,121.48064,35,10,饮品,food,21799780,美食,-,21
22243837,馄饨世家,31.213232,121.628432,35,10,馄饨,food,22243837,美食,11,24
22246447,知味斋面馆,31.160249,121.500839,35,10,小吃快餐,food,22246447,美食,22,28
22248114,Bingo宾格,31.2778,121.438893,35,10,饮品,food,22248114,美食,34,181
22250351,梅干菜面馆,31.32096,121.60655,35,10,小吃快餐,food,22250351,29,23
22250395,鱼生寿司,31.11521,121.38661,40,10,寿司/简餐,food,17954433,美食,62,313
22250732,绝味鸭脖,31.321124,121.444191,40,10,熟食,food,22250732,美食,22,86
22250965,留夫鸭,31.13702,121.31879,35,10,熟食,food,3014956,美食,33,24
22251149,面非面,31.20634,121.60237,40,10,小笼,food,67149577,美食,32,4101
2225227,巴比馒头,31.135998,121.402276,30,10,小吃,food,501377,美食,2,14
2225242,味千拉面,31.385061,121.245294,35,10,日本料理,food,500558,美食,44,1512
22253903,文俊香辣蟹食府,31.247518,121.39753,30,10,川菜/家常菜,food,22253903,美食,-,15
22254063,金山羊肉馆,31.170108,121.27118,35,10,火锅,food,22254063,美食,-,2
22257302,浏阳蒸菜馆,31.28879,121.31983,30,10,湘菜,food,22257302,美食,16,3
22257309,聚雅轩,31.17674923551264,121.75227026920624,35,10,湘菜,food,22257309,美食,47,12
22258110,麦香村,30.71282,121.34732,35,10,面包甜点,food,2111560,美食,-,10
22259151,麦香园,30.83281,121.52627,35,10,面包甜点,food,22259151,美食,19,3
22262449,小王小炒,30.90026,121.82813,35,10,小吃,food,22262449,美食,-,2
22263036,好口味欢乐餐厅,31.11316,121.425,35,10,快餐简餐,food,22263036,美食,28,56
22266220,正宗贵州黄牛肉馆,30.9478,121.64051,0,10,贵州菜,food,22266220,美食,-,0
22268011,一品香烧烤,31.15944,121.49812,30,10,烧烤,food,22268011,美食,-,11
22268912,我家酸菜鱼,31.407891,121.487445,35,10,川菜,food,22268912,美食,75,7
22268944,陕西面馆·秦风秦味,31.137684,121.321481,35,10,快餐简餐,food,22268944,美食,15,22
22269547,新栗王,31.05068,121.58972,0,10,小吃,food,22269547,美食,-,0
22271089,晴海渔庄,31.288989,121.535647,40,10,其他中餐,food,22271089,美食,81,988
22271712,优仙美地,31.215233,121.439681,30,10,西餐,food,22271712,美食,-,1
22271713,精品牛肉面,31.142149,121.508813,35,10,小吃快餐,food,22271713,美食,-,3
22273695,芙蓉川菜火锅,31.10892,121.316039,35,10,火锅,food,22273695,美食,68,1
22273955,零食代,30.98645974,121.4993885,0,10,面包甜点,food,22273955,美食,-,0
22274322,古法传统牛肉汤,31.11248,121.76577,35,10,小吃快餐,food,22274322,美食,14,14
22274529,大胡子烧烤,31.332292,121.488733,35,10,烧烤,food,22274529,美食,-,13
22275404,淮南风味牛肉汤,31.154643,121.756861,30,10,快餐简餐,food,22275404,美食,-,1
22276259,河南滋补烩面,31.063229,121.320279,35,10,小吃快餐,food,22276259,美食,-,1
22276471,湘邻人家,31.12437,121.33013,35,10,湘菜,food,22276471,美食,48,19
22277374,青葱岁月.面包房,31.393932,121.447682,35,10,面包甜点,food,22277374,美食,-,13
22277673,重庆鸡公煲,31.087301,121.339234,35,10,东北菜,food,22277673,美食,-,1
22278304,瑞培卡,31.14120083,121.4257,35,10,饮品,food,22278304,美食,-,2
22278317,避风塘,31.213456,121.104888,35,10,饮品,food,22278317,美食,11,3
22279592,面掌柜,31.104115,121.233956,35,10,小吃快餐,food,22279592,美食,40,41
22280018,润仟祥黄焖鸡,31.041135,121.210512,35,10,快餐简餐,food,22280018,美食,17,2
22280090,田园阁农家菜,31.245019,121.324044,30,10,农家菜,food,22280090,美食,53,14
22280912,兄弟饭店,30.9477,121.640747,0,10,本帮江浙菜,food,22280912,美食,-,0
22282322,鸡排主义,30.94591782,121.6469079,0,10,快餐简餐,food,22282322,美食,12,0
22282956,湘西土菜馆,31.381709,121.15016,30,10,湘菜,food,22282956,美食,-,1
22282966,四川麻辣烫,31.382211,121.150321,30,10,麻辣烫,food,22282966,美食,17,1
22283610,鱿趣,31.20324,121.60137,30,10,小吃,food,22283610,美食,15,25
2228389,棒约翰比萨,31.321104,121.605828,40,10,比萨,food,503729,美食,64,598
22284150,避风塘,31.204787,121.429577,35,10,饮品,food,22284150,美食,15,8
22284353,一家人饭店,31.13956,121.73352,0,10,本帮江浙菜,food,22284353,美食,-,0
22284885,尚品尚牛排,31.13583,121.32712,30,10,牛排,food,22284885,美食,-,1
22285439,C多多,31.137412,121.31995,35,10,饮品,food,22285439,美食,11,44
22286457,杂粮煎饼,31.217143,121.412607,35,10,快餐简餐,food,22286457,美食,-,10
22286843,菓萌茶饮店,31.12636,121.31434,35,10,快餐简餐,food,22286843,美食,-,2
2228710,鑫旺重庆鱼小馆,31.035628,121.458016,35,10,川菜/家常菜,food,2228710,美食,34,75
22287764,乡村小菜,31.143122,121.305365,35,10,本帮菜,food,22287764,美食,-,5
22287841,金满阁,30.9136,121.63171,0,10,川菜/家常菜,food,22287841,美食,-,0
22288361,人和家常菜,30.9085,121.641108,0,10,家常菜,food,22288361,美食,-,0
22289077,佬衢庄,31.03503,121.18786,35,10,本帮江浙菜,food,22289077,美食,43,41
22289106,爱森优选,31.25689,121.563964,30,10,零食,food,22289106,美食,-,0
22289108,爱森优选,31.230699,121.547411,35,10,零食,food,22289108,美食,-,1
22291074,黄焖鸡米饭,31.125695,121.33615,35,10,快餐简餐,food,22291074,美食,20,4
22291323,锋味面,31.1135,121.7623,35,10,快餐简餐,food,22291323,美食,18,154
2229151,红梅龙虾馆,31.223751,121.482172,45,10,海鲜,food,2229151,美食,157,2622
22291800,元康西饼屋,30.76567,121.37202,0,10,面包甜点,food,22291800,美食,15,0
22293941,老三烧烤,31.01238,121.20913,0,10,烧烤,food,22293941,美食,-,0
22294464,海记牛肉火锅店,31.139702,121.513481,40,10,火锅,food,22294464,美食,117,1257
22295783,洪客勒瑞士餐厅,31.190571,121.443234,45,10,西餐,food,22295783,美食,184,587
22296290,萨莉亚,31.056583,121.396414,35,10,西式简餐,food,22296290,美食,39,113
22296629,umoo手工酸奶,31.24995,121.50728,0,10,饮品,food,22296629,美食,-,0
22296632,麻香辣爽,31.250285,121.507458,40,10,川菜/家常菜,food,65504340,美食,57,350
22296732,NEG ME Patisserie,31.250285,121.507458,40,10,面包甜点,food,22296732,美食,61,378
22297249,广良兴,31.2283,121.4559,30,10,零食,food,22297249,美食,-,13
22297926,清真烧烤摊,31.24806,121.56125,40,10,清真菜,food,22297926,美食,25,15
22298022,必胜客,30.930308828375452,121.46159025609862,40,10,比萨,food,1898464,美食,69,62
22298292,星巴克,31.34465,121.260357,35,10,星巴克,food,1889797,美食,32,24
22298350,小李子龙虾店,31.00374,121.415861,40,10,烧烤,food,22298350,美食,111,141
22298426,小木屋米酒店,31.146573,121.314929,45,10,东北菜,food,22298426,美食,121,225
22302619,红鼎精品火锅,31.034604,121.196151,40,10,火锅,food,22302619,美食,207,296
22303005,好鱼都,31.189011,121.68573,45,10,火锅,food,22303005,美食,87,164
22306692,Coco都可茶饮,31.320637,121.488671,35,10,饮品,food,13,74
22307380,五芳斋,31.31170848535504,121.49215810092991,35,10,小吃,food,22307380,美食,29,403
22307588,川珍·我家酸菜鱼,31.290615,121.306535,45,10,鱼火锅,food,22307588,美食,69,949
22310551,山林熟食,31.173784,121.491898,30,10,熟食,food,22310551,美食,20,32
22310694,水锦洋,31.18632,121.45847,35,10,日本料理,food,15878006,美食,-,13
22314959,段氏龙虾海鲜烧烤,31.250102,121.479522,40,10,小龙虾,food,2099575,美食,103,905
22315917,手造甘味甜品店,31.190652,121.312548,40,10,饮品,food,22315917,美食,44,260
22331671,煲好煲,31.216559,121.44781,45,10,火锅,food,22331671,美食,81,358
22332091,千里香馄饨王,31.269155,121.479418,35,10,馄饨,food,22332091,美食,12,14
2233267,吉亨面馆,31.136857,121.386666,40,10,小吃快餐,food,2065495,美食,43,587
22339841,锅内锅外,31.218852,121.417046,40,10,自助餐,food,22339841,美食,91,13488
22340336,名代西饼蛋糕提货点,31.049591,121.208289,35,10,面包甜点,food,22340336,美食,26,1
22340666,上海苏式好面,30.992865,121.442055,35,10,小吃快餐,food,22340666,美食,13,23
22341108,味美佳中式快餐连锁,31.131099,121.518861,30,10,快餐简餐,food,22341108,美食,20,3
22342372,饭外篇,31.210523,121.404474,35,10,快餐简餐,food,68918977,美食,23,354
22344022,斯比特花园·意大利餐厅,31.237567,121.485496,45,10,意大利菜,food,4544133,美食,127,4175
22344538,润江家常菜,31.105931,121.259715,35,10,家常菜,food,22344538,美食,34,6
22345055,虾虾乐龙虾,31.32531,121.449104,40,10,海鲜,food,22345055,美食,97,581
22345252,悦吟日本料理,31.23114,121.46409,40,10,日本料理,food,22345252,美食,302,4357
22345441,鲜府老匠美蛙鱼头火锅,31.10754,121.37971,40,10,重庆火锅,food,19670250,美食,75,1320
2234650,黑土地东北菜,31.217832,121.362568,30,10,东北菜,food,2052568,美食,52,776
22347995,80后I Can海陆自助餐厅,31.227124,121.479256,40,10,自助餐,food,20700701,美食,114,7790
22348004,80后I can海陆自助餐厅,31.214268,121.3872,40,10,自助餐,food,20700701,美食,110,1622
22349137,紫霞门韩国料理,31.171309,121.375311,50,10,韩国料理,food,22349137,美食,158,2053
22349139,邑川鱼蛙馆,31.24164,121.44679,30,10,川菜/家常菜,food,22349139,美食,-,0
22350632,厨易时代,31.28089,121.45525,35,10,其他,food,22350632,美食,50,7
22354499,来福盱眙龙虾特色烤鱼平价海鲜,31.32686,121.59079,30,10,海鲜,food,22354499,美食,96,31
22354594,意和烧烤,31.290618,121.401234,40,10,烧烤,food,17643905,美食,72,149
22355193,冰城东北菜,31.282039,121.506609,30,10,东北菜,food,22355193,美食,50,89
22355425,段氏龙虾烤鱼,31.149283,121.314241,35,10,烤鱼,food,22355425,美食,71,53
22355808,崇味牛排,31.324054,121.448062,45,10,牛排,food,22355808,美食,76,1781
22356710,智选大堂吧,31.23369,121.42533,35,10,咖啡厅,food,22356710,美食,-,3
22356744,可慧西进口牛羊猪肉海鲜,30.75082,121.33485,35,10,海鲜,food,22356744,美食,-,2
22356842,上海虾满堂,31.272072,121.479675,40,10,小龙虾,food,1927183,美食,167,5560
22357912,simply thai天泰餐厅,31.238225,121.4857,45,10,泰国菜,food,500535,美食,171,2596
22357944,道顿堀居酒屋,31.238454,121.485655,30,10,日本料理,food,21328794,美食,24,106
22362421,谈阿姨炸猪排,31.248647,121.372242,40,10,小吃,food,22362421,美食,14,223
22362843,釜山火炉,31.21605,121.45956,40,10,韩国料理,food,4525098,91,3169
22363588,五云德小笼传奇,31.240474,121.486963,40,10,小笼,food,22363588,美食,20,346
22364385,仙果儿冰糖葫芦,31.20322,121.55751,35,10,小吃,food,20663321,-,3
22365813,野火烧特色烧烤,31.049531,121.213497,35,10,烧烤,food,22365813,美食,16,2
22367142,阿姨奶茶,30.88547,121.01477,35,10,饮品,food,22367142,美食,8,51
2236912,小山日本料理,31.21928,121.47513,40,10,257,7733
22369900,L&apos;ATELIER de Joël Robuchon,31.23848,121.48977,50,10,法国菜,food,22369900,美食,1404,952
22370044,华云海鸥,30.72942,121.3517,35,10,其他,food,22370044,美食,-,1
22370274,Max&Salad大开沙界,31.306495,121.512572,45,10,西餐,food,69009825,美食,47,1452
22370919,老金老汤面,30.744846,121.337018,35,10,小吃快餐,food,22370919,美食,24,209
22374678,迪欧咖啡,31.06965,121.40555,30,10,迪欧咖啡,food,22374678,美食,55,4
22375035,茗烊天下,30.908553,121.465156,0,10,咖啡厅,food,22375035,美食,-,0
22376569,甸园锦江宾馆,31.275582,121.545985,35,10,自助餐,food,22376569,美食,79,4
2237677,佳雪缘酒店,31.326428,121.624816,30,10,本帮菜,food,2237677,美食,66,21
22377204,1点点,31.2183,121.43284,40,10,饮品,food,5542049,美食,15,196
22378233,segafredo,31.199173,121.424062,35,10,咖啡厅,food,22378233,美食,45,93
22378323,segafredo,31.238349,121.50336,35,10,咖啡厅,food,22378323,美食,32,204
22378502,阿杰烧烤,31.092239,121.33624,35,10,烧烤,food,22378502,美食,41,18
22379160,面和居,31.2225087530288,121.39514039211547,40,10,小吃快餐,food,37300155,美食,37,371
22379362,槿府,30.909948,121.819781,30,10,韩国料理,food,22379362,美食,69,39
22379821,大叔的丝袜奶茶铺,31.3793,121.2499,45,10,饮品,food,22379821,美食,15,150
22380388,小杨生煎,31.289199,121.535601,35,10,生煎,food,22380388,美食,21,259
22380505,橘钬 House Of Flame,31.173925,121.461293,40,10,火锅,food,22380505,美食,390,1027
22380804,九陌香·西夏秘境主题餐厅,31.236839,121.41804,40,10,西北菜,food,22380804,美食,88,1726
2238139,振鑫火锅,31.310758,121.442245,30,10,火锅,food,1970035,美食,71,978
22382215,Habit Cafe,31.25265,121.4895,35,10,咖啡厅,food,22382215,美食,-,9
22383527,爱茜茜里意大利健康冰淇淋,31.20374,121.28284,35,10,冰淇淋,food,582557,美食,29,98
22384347,羊山大大-千岛湖渔庄,31.19048,121.59468,35,10,杭帮菜,food,22384347,美食,63,29
22384823,CHARM COFFEE,31.237875,121.330807,35,10,咖啡厅,food,22384823,美食,28,51
22384896,老鸭粉丝馆,31.105116,121.377265,35,10,小吃,food,22384896,美食,14,32
2238490,夏朵小厨,31.271282,121.506022,40,10,西式简餐,food,2238490,美食,81,2433
22385051,食寨不一样浏阳蒸菜,31.237091,121.418436,30,10,湘菜,food,22385051,美食,20,19
22385609,九羊火锅,31.184512,121.383185,35,10,火锅,food,22385609,美食,100,151
22385738,Tayrona,31.20066,121.45024,35,10,西式简餐,food,22385738,美食,84,27
22385965,友丽拌饭,30.753968,121.335344,35,10,韩国料理,food,8926291,美食,57,170
22386891,万家龙虾,31.255485,121.596706,40,10,海鲜,food,5722929,美食,78,260
22386964,好吃的面,31.121119,121.394497,35,10,小吃快餐,food,22386964,美食,22,72
22387912,COCO都可茶饮,30.909213,121.819972,35,10,饮品,food,22387912,美食,-,4
22388586,好味来餐厅,31.218124,121.453022,35,10,快餐简餐,food,22388586,美食,19,9
22389091,顶正餐厅,31.139403,121.768257,35,10,快餐简餐,food,22389091,美食,-,5
22389151,四川香天下火锅,31.18142,121.396478,45,10,火锅,food,5859419,美食,145,2141
22389169,皖亳面馆,30.763141,121.363742,0,10,小吃快餐,food,22389169,美食,-,0
22389974,Le Rêve Bakery & Café,31.205341,121.601879,40,10,西式甜点,food,18540333,美食,78,615
22391006,首尔炭烤,31.17514,121.37856,35,10,韩国料理,food,22391006,美食,-,1
22391319,大韩烤肉,31.227968,121.4107,40,10,韩国料理,food,22391319,美食,85,620
22391856,钱阿姨粽子店,31.111733,121.055618,35,10,小吃,food,22391856,美食,-,8
22392476,德克士,30.728803,121.344281,35,10,快餐简餐,food,500150,美食,27,17
22392655,沙县小吃,31.063773,121.387225,35,10,小吃快餐,food,22392655,美食,11,9
22393028,大馥 · 炭火烧肉屋,31.235956,121.439247,45,10,日式烧烤/铁板烧,food,17647597,美食,167,2218
2239351,星巴克,31.038639594184,121.21847086589,35,10,星巴克,food,1889797,美食,38,731
22393785,风行茶饮,31.281835,121.349821,35,10,饮品,food,22393785,美食,10,44
22393948,豪大大鸡排,31.365473,121.433473,35,10,小吃,food,22393948,美食,13,6
2239399,金辣椒火锅,31.408792,121.484944,40,10,重庆火锅,food,2239399,美食,100,792
22394328,食铺私房菜,31.247316,121.44945,35,10,创意菜,food,22394328,美食,238,35
22396592,MEDI音乐厨房,31.094454,121.50349,40,10,西餐,food,22396592,美食,136,417
22396879,井上家,31.213432,121.488508,45,10,日本料理,food,22396879,美食,52,1145
22397219,雅客,31.11393,121.57023,30,10,零食,food,22397219,美食,-,0
22397712,L.A PHO,31.200435,121.392714,40,10,越南菜,food,65747721,美食,72,695
22398731,席永记苏州汤包馆,31.273936,121.519143,30,10,包子,food,2763664,美食,15,209
22399299,大有上九,31.309265,121.508335,45,10,日本料理,food,22399299,美食,184,762
22405128,狼来了碳烤羊腿,31.207607,121.423834,45,10,烧烤,food,66482415,美食,111,2010
22405685,蒸汽食代新云南蒸汽石锅鱼,31.114082,121.761847,45,10,鱼火锅,food,22405685,美食,82,297
22405695,有喜屋深夜食堂,31.205299,121.38719,162,846
22405701,烧肉神门,31.200935,121.392444,40,10,日本料理,food,22405701,美食,149,203
22406220,杂酱面,31.14259,121.524359,35,10,小吃快餐,food,22406220,美食,15,14
22406514,吴记串串香,31.011109,121.41178,35,10,火锅,food,22406514,美食,-,2
22406982,minipos,31.19366,121.4206,35,10,其他,food,22406982,美食,-,1
